Date of Crash,Crash Severity,Crashes
11/05/2022,Major Injury,5
11/05/2022,Minor Injury,7
11/05/2022,Possible/Unknown,24
11/06/2022,Possible/Unknown,13
11/06/2022,Major Injury,1
11/06/2022,Minor Injury,10
11/06/2022,Property Damage Only,114
11/07/2022,Fatal,1
11/07/2022,Minor Injury,15
11/07/2022,Major Injury,2
11/07/2022,Property Damage Only,155
11/07/2022,Possible/Unknown,20
11/08/2022,Minor Injury,17
11/08/2022,Property Damage Only,172
11/08/2022,Possible/Unknown,23
11/09/2022,Fatal,1
11/09/2022,Property Damage Only,157
11/09/2022,Major Injury,4
11/09/2022,Minor Injury,11
11/09/2022,Possible/Unknown,16
11/10/2022,Property Damage Only,153
11/10/2022,Major Injury,3
11/10/2022,Possible/Unknown,35
11/10/2022,Fatal,1
11/10/2022,Minor Injury,14
11/11/2022,Major Injury,3
11/11/2022,Property Damage Only,147
11/11/2022,Minor Injury,10
11/11/2022,Fatal,1
11/11/2022,Possible/Unknown,27
11/12/2022,Possible/Unknown,18
11/12/2022,Minor Injury,16
11/12/2022,Major Injury,3
11/12/2022,Property Damage Only,143
11/13/2022,Minor Injury,12
11/13/2022,Property Damage Only,113
11/13/2022,Major Injury,7
11/13/2022,Possible/Unknown,16
11/14/2022,Major Injury,2
11/14/2022,Minor Injury,15
11/14/2022,Property Damage Only,174
11/14/2022,Fatal,1
11/14/2022,Possible/Unknown,30
11/15/2022,Property Damage Only,230
11/15/2022,Minor Injury,24
11/15/2022,Possible/Unknown,39
11/15/2022,Fatal,1
11/15/2022,Major Injury,4
11/16/2022,Major Injury,6
11/16/2022,Minor Injury,29
11/16/2022,Property Damage Only,296
11/16/2022,Possible/Unknown,57
11/17/2022,Major Injury,1
11/17/2022,Possible/Unknown,42
11/17/2022,Minor Injury,10
11/17/2022,Property Damage Only,178
11/18/2022,Possible/Unknown,19
11/18/2022,Major Injury,3
11/18/2022,Property Damage Only,143
11/18/2022,Minor Injury,7
11/19/2022,Property Damage Only,106
11/19/2022,Major Injury,8
11/19/2022,Possible/Unknown,22
11/19/2022,Minor Injury,8
11/20/2022,Possible/Unknown,12
11/20/2022,Minor Injury,5
11/20/2022,Major Injury,3
11/20/2022,Property Damage Only,70
11/21/2022,Fatal,2
11/21/2022,Minor Injury,12
11/21/2022,Possible/Unknown,34
11/21/2022,Major Injury,1
11/21/2022,Property Damage Only,140
11/22/2022,Property Damage Only,164
11/22/2022,Major Injury,2
11/22/2022,Minor Injury,22
11/22/2022,Possible/Unknown,23
11/23/2022,Possible/Unknown,26
11/23/2022,Minor Injury,14
11/23/2022,Fatal,1
11/23/2022,Major Injury,2
11/23/2022,Property Damage Only,138
11/24/2022,Fatal,1
11/24/2022,Possible/Unknown,8
11/24/2022,Minor Injury,8
11/24/2022,Property Damage Only,67
11/24/2022,Major Injury,2
11/25/2022,Property Damage Only,113
11/25/2022,Possible/Unknown,27
11/25/2022,Minor Injury,7
11/25/2022,Fatal,1
11/26/2022,Minor Injury,10
11/26/2022,Property Damage Only,99
11/26/2022,Fatal,2
11/26/2022,Major Injury,2
11/26/2022,Possible/Unknown,22
11/27/2022,Fatal,1
11/27/2022,Major Injury,1
11/27/2022,Property Damage Only,78
11/27/2022,Possible/Unknown,17
11/27/2022,Minor Injury,9
11/28/2022,Major Injury,2
11/28/2022,Fatal,1
11/28/2022,Possible/Unknown,22
11/28/2022,Minor Injury,16
11/28/2022,Property Damage Only,127
11/29/2022,Property Damage Only,151
11/29/2022,Minor Injury,10
11/29/2022,Possible/Unknown,32
11/29/2022,Major Injury,2
11/30/2022,Property Damage Only,118
11/30/2022,Major Injury,1
11/30/2022,Possible/Unknown,30
11/30/2022,Minor Injury,13
12/01/2022,Fatal,1
12/01/2022,Property Damage Only,128
12/01/2022,Possible/Unknown,18
12/01/2022,Minor Injury,14
12/01/2022,Major Injury,5
12/02/2022,Possible/Unknown,20
12/02/2022,Property Damage Only,132
12/02/2022,Minor Injury,4
12/02/2022,Major Injury,2
12/03/2022,Possible/Unknown,13
12/03/2022,Property Damage Only,118
12/03/2022,Major Injury,1
12/03/2022,Minor Injury,10
12/04/2022,Minor Injury,11
12/04/2022,Property Damage Only,75
12/04/2022,Major Injury,1
12/04/2022,Possible/Unknown,17
12/05/2022,Major Injury,4
12/05/2022,Property Damage Only,127
12/05/2022,Minor Injury,14
12/05/2022,Fatal,1
12/05/2022,Possible/Unknown,31
12/06/2022,Property Damage Only,108
12/06/2022,Fatal,2
12/06/2022,Minor Injury,13
12/06/2022,Possible/Unknown,21
12/07/2022,Property Damage Only,140
12/07/2022,Major Injury,4
12/07/2022,Minor Injury,12
12/07/2022,Possible/Unknown,26
12/07/2022,Fatal,1
12/08/2022,Minor Injury,13
12/08/2022,Major Injury,2
12/08/2022,Possible/Unknown,24
12/08/2022,Fatal,1
12/08/2022,Property Damage Only,122
12/09/2022,Minor Injury,9
12/09/2022,Possible/Unknown,28
12/09/2022,Property Damage Only,163
12/09/2022,Major Injury,4
12/09/2022,Fatal,1
12/10/2022,Major Injury,1
12/10/2022,Minor Injury,16
12/10/2022,Property Damage Only,91
12/10/2022,Possible/Unknown,20
12/11/2022,Fatal,1
12/11/2022,Minor Injury,8
12/11/2022,Possible/Unknown,13
12/11/2022,Property Damage Only,79
12/12/2022,Possible/Unknown,24
12/12/2022,Property Damage Only,122
12/12/2022,Minor Injury,15
12/12/2022,Fatal,3
12/12/2022,Major Injury,1
12/13/2022,Minor Injury,21
12/13/2022,Possible/Unknown,25
12/13/2022,Fatal,2
12/13/2022,Property Damage Only,105
12/13/2022,Major Injury,3
12/14/2022,Fatal,1
12/14/2022,Major Injury,2
12/14/2022,Possible/Unknown,23
12/14/2022,Property Damage Only,124
12/14/2022,Minor Injury,10
12/15/2022,Property Damage Only,414
12/15/2022,Possible/Unknown,65
12/15/2022,Minor Injury,41
12/15/2022,Fatal,2
12/15/2022,Major Injury,1
12/16/2022,Possible/Unknown,52
12/16/2022,Minor Injury,20
12/16/2022,Property Damage Only,218
12/16/2022,Major Injury,2
12/17/2022,Major Injury,7
12/17/2022,Minor Injury,8
12/17/2022,Possible/Unknown,31
12/17/2022,Property Damage Only,115
12/18/2022,Major Injury,3
12/18/2022,Possible/Unknown,17
12/18/2022,Property Damage Only,99
12/18/2022,Minor Injury,9
12/19/2022,Fatal,1
12/19/2022,Property Damage Only,202
12/19/2022,Possible/Unknown,40
12/19/2022,Minor Injury,16
12/19/2022,Major Injury,2
12/20/2022,Major Injury,5
12/20/2022,Property Damage Only,168
12/20/2022,Minor Injury,18
12/20/2022,Possible/Unknown,40
12/21/2022,Minor Injury,16
12/21/2022,Possible/Unknown,34
12/21/2022,Property Damage Only,218
12/22/2022,Major Injury,1
12/22/2022,Property Damage Only,284
12/22/2022,Possible/Unknown,53
12/22/2022,Minor Injury,22
12/23/2022,Minor Injury,16
12/23/2022,Major Injury,3
12/23/2022,Possible/Unknown,49
12/23/2022,Property Damage Only,264
12/24/2022,Minor Injury,3
12/24/2022,Property Damage Only,151
12/24/2022,Possible/Unknown,28
12/24/2022,Major Injury,3
12/25/2022,Property Damage Only,76
12/25/2022,Possible/Unknown,17
12/25/2022,Fatal,1
12/25/2022,Minor Injury,5
12/26/2022,Property Damage Only,237
12/26/2022,Minor Injury,15
12/26/2022,Major Injury,2
12/26/2022,Fatal,1
12/26/2022,Possible/Unknown,38
12/27/2022,Minor Injury,10
12/27/2022,Property Damage Only,137
12/27/2022,Major Injury,1
12/27/2022,Possible/Unknown,23
12/28/2022,Property Damage Only,96
12/28/2022,Major Injury,3
12/28/2022,Minor Injury,9
12/28/2022,Possible/Unknown,24
12/29/2022,Major Injury,3
12/29/2022,Possible/Unknown,30
12/29/2022,Fatal,2
12/29/2022,Property Damage Only,123
12/29/2022,Minor Injury,15
12/30/2022,Minor Injury,5
12/30/2022,Property Damage Only,100
12/30/2022,Major Injury,5
12/30/2022,Possible/Unknown,30
12/31/2022,Possible/Unknown,19
12/31/2022,Property Damage Only,87
12/31/2022,Major Injury,6
12/31/2022,Minor Injury,12
01/01/2023,Property Damage Only,82
01/01/2023,Possible/Unknown,25
01/01/2023,Fatal,1
01/01/2023,Major Injury,2
01/01/2023,Minor Injury,8
01/02/2023,Possible/Unknown,18
01/02/2023,Minor Injury,7
01/02/2023,Major Injury,2
01/02/2023,Property Damage Only,64
01/03/2023,Major Injury,2
01/03/2023,Minor Injury,15
01/03/2023,Possible/Unknown,24
01/03/2023,Property Damage Only,90
01/03/2023,Fatal,1
01/04/2023,Property Damage Only,174
01/04/2023,Minor Injury,19
01/04/2023,Major Injury,2
01/04/2023,Possible/Unknown,30
01/05/2023,Possible/Unknown,20
01/05/2023,Minor Injury,18
01/05/2023,Major Injury,2
01/05/2023,Property Damage Only,159
01/06/2023,Minor Injury,12
01/06/2023,Major Injury,2
01/06/2023,Possible/Unknown,31
01/06/2023,Property Damage Only,140
01/07/2023,Minor Injury,6
01/07/2023,Possible/Unknown,14
01/07/2023,Property Damage Only,84
01/07/2023,Major Injury,5
01/08/2023,Possible/Unknown,10
01/08/2023,Fatal,1
01/08/2023,Minor Injury,5
01/08/2023,Property Damage Only,71
01/09/2023,Property Damage Only,105
01/09/2023,Minor Injury,9
01/09/2023,Possible/Unknown,21
01/10/2023,Minor Injury,12
01/10/2023,Property Damage Only,111
01/10/2023,Possible/Unknown,25
01/10/2023,Major Injury,5
01/10/2023,Fatal,2
01/11/2023,Minor Injury,8
01/11/2023,Property Damage Only,107
01/11/2023,Fatal,2
01/11/2023,Major Injury,4
01/11/2023,Possible/Unknown,31
01/12/2023,Major Injury,2
01/12/2023,Possible/Unknown,11
01/12/2023,Minor Injury,6
01/12/2023,Fatal,4
01/12/2023,Property Damage Only,90
01/13/2023,Possible/Unknown,20
01/13/2023,Minor Injury,13
01/13/2023,Major Injury,1
01/13/2023,Property Damage Only,97
01/14/2023,Fatal,2
01/14/2023,Possible/Unknown,13
01/14/2023,Property Damage Only,88
01/14/2023,Minor Injury,3
01/15/2023,Property Damage Only,60
01/15/2023,Major Injury,2
01/15/2023,Possible/Unknown,9
01/15/2023,Minor Injury,9
01/16/2023,Minor Injury,11
01/16/2023,Possible/Unknown,18
01/16/2023,Major Injury,4
01/16/2023,Property Damage Only,83
01/17/2023,Possible/Unknown,16
01/17/2023,Minor Injury,6
01/17/2023,Major Injury,1
01/17/2023,Property Damage Only,91
01/18/2023,Fatal,1
01/18/2023,Major Injury,2
01/18/2023,Property Damage Only,156
01/18/2023,Possible/Unknown,25
01/18/2023,Minor Injury,12
01/19/2023,Minor Injury,9
01/19/2023,Possible/Unknown,23
01/19/2023,Major Injury,4
01/19/2023,Property Damage Only,176
01/20/2023,Fatal,1
01/20/2023,Possible/Unknown,22
01/20/2023,Major Injury,1
01/20/2023,Minor Injury,8
01/20/2023,Property Damage Only,111
01/21/2023,Major Injury,1
01/21/2023,Property Damage Only,136
01/21/2023,Possible/Unknown,27
01/21/2023,Minor Injury,8
01/22/2023,Major Injury,3
01/22/2023,Possible/Unknown,24
01/22/2023,Minor Injury,7
01/22/2023,Property Damage Only,99
01/23/2023,Minor Injury,15
01/23/2023,Property Damage Only,99
01/23/2023,Major Injury,2
01/23/2023,Possible/Unknown,26
01/23/2023,Fatal,2
01/24/2023,Possible/Unknown,34
01/24/2023,Property Damage Only,107
01/24/2023,Major Injury,2
01/24/2023,Minor Injury,12
01/25/2023,Major Injury,3
01/25/2023,Property Damage Only,151
01/25/2023,Possible/Unknown,33
01/25/2023,Minor Injury,10
01/26/2023,Property Damage Only,126
01/26/2023,Possible/Unknown,27
01/26/2023,Minor Injury,5
01/26/2023,Major Injury,2
01/26/2023,Fatal,2
01/27/2023,Fatal,1
01/27/2023,Possible/Unknown,35
01/27/2023,Major Injury,4
01/27/2023,Minor Injury,18
01/27/2023,Property Damage Only,156
01/28/2023,Property Damage Only,199
01/28/2023,Fatal,1
01/28/2023,Major Injury,3
01/28/2023,Possible/Unknown,40
01/28/2023,Minor Injury,25
01/29/2023,Possible/Unknown,18
01/29/2023,Minor Injury,11
01/29/2023,Fatal,1
01/29/2023,Property Damage Only,97
01/30/2023,Major Injury,4
01/30/2023,Possible/Unknown,21
01/30/2023,Property Damage Only,101
01/30/2023,Minor Injury,11
01/31/2023,Possible/Unknown,27
01/31/2023,Property Damage Only,107
01/31/2023,Minor Injury,13
02/01/2023,Property Damage Only,133
02/01/2023,Fatal,1
02/01/2023,Minor Injury,11
02/01/2023,Major Injury,3
02/01/2023,Possible/Unknown,24
02/02/2023,Possible/Unknown,39
02/02/2023,Minor Injury,8
02/02/2023,Property Damage Only,135
02/03/2023,Major Injury,3
02/03/2023,Property Damage Only,95
02/03/2023,Fatal,1
02/03/2023,Possible/Unknown,26
02/03/2023,Minor Injury,8
02/04/2023,Possible/Unknown,15
02/04/2023,Property Damage Only,85
02/04/2023,Minor Injury,9
02/05/2023,Fatal,1
02/05/2023,Major Injury,1
02/05/2023,Property Damage Only,87
02/05/2023,Minor Injury,8
02/05/2023,Possible/Unknown,17
02/06/2023,Property Damage Only,95
02/06/2023,Minor Injury,11
02/06/2023,Major Injury,2
02/06/2023,Possible/Unknown,29
02/07/2023,Fatal,1
02/07/2023,Major Injury,3
02/07/2023,Possible/Unknown,25
02/07/2023,Property Damage Only,102
02/07/2023,Minor Injury,13
02/08/2023,Major Injury,2
02/08/2023,Possible/Unknown,18
02/08/2023,Minor Injury,5
02/08/2023,Property Damage Only,101
02/09/2023,Minor Injury,7
02/09/2023,Possible/Unknown,27
02/09/2023,Property Damage Only,141
02/09/2023,Major Injury,2
02/10/2023,Major Injury,1
02/10/2023,Property Damage Only,108
02/10/2023,Possible/Unknown,24
02/10/2023,Minor Injury,10
02/11/2023,Possible/Unknown,23
02/11/2023,Major Injury,2
02/11/2023,Fatal,2
02/11/2023,Property Damage Only,69
02/11/2023,Minor Injury,7
02/12/2023,Fatal,1
02/12/2023,Minor Injury,8
02/12/2023,Major Injury,2
02/12/2023,Possible/Unknown,16
02/12/2023,Property Damage Only,52
02/13/2023,Minor Injury,9
02/13/2023,Property Damage Only,90
02/13/2023,Major Injury,1
02/13/2023,Possible/Unknown,14
02/14/2023,Minor Injury,10
02/14/2023,Possible/Unknown,20
02/14/2023,Major Injury,3
02/14/2023,Property Damage Only,101
02/15/2023,Major Injury,1
02/15/2023,Possible/Unknown,17
02/15/2023,Property Damage Only,75
02/15/2023,Minor Injury,5
02/16/2023,Possible/Unknown,59
02/16/2023,Minor Injury,29
02/16/2023,Property Damage Only,339
02/16/2023,Fatal,1
02/16/2023,Major Injury,5
02/17/2023,Minor Injury,20
02/17/2023,Property Damage Only,151
02/17/2023,Major Injury,2
02/17/2023,Possible/Unknown,33
02/18/2023,Possible/Unknown,15
02/18/2023,Property Damage Only,65
02/18/2023,Major Injury,3
02/18/2023,Fatal,1
02/18/2023,Minor Injury,9
02/19/2023,Possible/Unknown,21
02/19/2023,Fatal,2
02/19/2023,Major Injury,2
02/19/2023,Property Damage Only,65
02/19/2023,Minor Injury,9
02/20/2023,Possible/Unknown,25
02/20/2023,Property Damage Only,89
02/20/2023,Major Injury,2
02/20/2023,Minor Injury,14
02/21/2023,Minor Injury,5
02/21/2023,Fatal,1
02/21/2023,Property Damage Only,109
02/21/2023,Possible/Unknown,21
02/21/2023,Major Injury,1
02/22/2023,Property Damage Only,132
02/22/2023,Minor Injury,18
02/22/2023,Fatal,2
02/22/2023,Major Injury,5
02/22/2023,Possible/Unknown,15
02/23/2023,Major Injury,3
02/23/2023,Minor Injury,14
02/23/2023,Property Damage Only,116
02/23/2023,Possible/Unknown,22
02/24/2023,Major Injury,3
02/24/2023,Possible/Unknown,34
02/24/2023,Property Damage Only,99
02/24/2023,Minor Injury,10
02/25/2023,Minor Injury,15
02/25/2023,Possible/Unknown,17
02/25/2023,Property Damage Only,89
02/25/2023,Major Injury,1
02/26/2023,Possible/Unknown,20
02/26/2023,Minor Injury,8
02/26/2023,Major Injury,4
02/26/2023,Property Damage Only,67
02/27/2023,Major Injury,2
02/27/2023,Minor Injury,10
02/27/2023,Property Damage Only,75
02/27/2023,Possible/Unknown,11
02/28/2023,Minor Injury,7
02/28/2023,Property Damage Only,100
02/28/2023,Possible/Unknown,22
02/28/2023,Fatal,1
02/28/2023,Major Injury,2
03/01/2023,Possible/Unknown,22
03/01/2023,Minor Injury,7
03/01/2023,Property Damage Only,111
03/01/2023,Major Injury,2
03/02/2023,Minor Injury,12
03/02/2023,Possible/Unknown,17
03/02/2023,Property Damage Only,86
03/02/2023,Major Injury,3
03/03/2023,Major Injury,2
03/03/2023,Possible/Unknown,20
03/03/2023,Property Damage Only,110
03/03/2023,Minor Injury,7
03/04/2023,Minor Injury,9
03/04/2023,Possible/Unknown,25
03/04/2023,Major Injury,2
03/04/2023,Fatal,2
03/04/2023,Property Damage Only,79
03/05/2023,Minor Injury,11
03/05/2023,Major Injury,3
03/05/2023,Property Damage Only,64
03/05/2023,Possible/Unknown,12
03/06/2023,Major Injury,7
03/06/2023,Fatal,1
03/06/2023,Property Damage Only,68
03/06/2023,Minor Injury,13
03/06/2023,Possible/Unknown,23
03/07/2023,Property Damage Only,87
03/07/2023,Possible/Unknown,14
03/07/2023,Major Injury,1
03/07/2023,Minor Injury,4
03/08/2023,Possible/Unknown,18
03/08/2023,Major Injury,1
03/08/2023,Property Damage Only,73
03/08/2023,Minor Injury,4
03/09/2023,Minor Injury,15
03/09/2023,Major Injury,1
03/09/2023,Fatal,2
03/09/2023,Possible/Unknown,26
03/09/2023,Property Damage Only,188
03/10/2023,Fatal,1
03/10/2023,Major Injury,1
03/10/2023,Minor Injury,14
03/10/2023,Property Damage Only,120
03/10/2023,Possible/Unknown,26
03/11/2023,Minor Injury,25
03/11/2023,Major Injury,1
03/11/2023,Possible/Unknown,31
03/11/2023,Property Damage Only,191
03/12/2023,Minor Injury,7
03/12/2023,Possible/Unknown,7
03/12/2023,Property Damage Only,52
03/13/2023,Property Damage Only,75
03/13/2023,Minor Injury,9
03/13/2023,Fatal,1
03/13/2023,Major Injury,2
03/13/2023,Possible/Unknown,14
03/14/2023,Minor Injury,9
03/14/2023,Fatal,1
03/14/2023,Possible/Unknown,20
03/14/2023,Property Damage Only,77
03/14/2023,Major Injury,3
03/15/2023,Property Damage Only,79
03/15/2023,Major Injury,2
03/15/2023,Possible/Unknown,17
03/15/2023,Fatal,2
03/15/2023,Minor Injury,12
03/16/2023,Fatal,2
03/16/2023,Possible/Unknown,26
03/16/2023,Major Injury,2
03/16/2023,Property Damage Only,80
03/16/2023,Minor Injury,10
03/17/2023,Property Damage Only,80
03/17/2023,Minor Injury,10
03/17/2023,Possible/Unknown,15
03/17/2023,Major Injury,2
03/17/2023,Fatal,1
03/18/2023,Possible/Unknown,17
03/18/2023,Property Damage Only,42
03/18/2023,Minor Injury,7
03/18/2023,Major Injury,1
03/19/2023,Possible/Unknown,17
03/19/2023,Property Damage Only,54
03/19/2023,Major Injury,2
03/19/2023,Minor Injury,9
03/19/2023,Fatal,1
03/20/2023,Minor Injury,13
03/20/2023,Possible/Unknown,14
03/20/2023,Property Damage Only,97
03/20/2023,Major Injury,4
03/21/2023,Minor Injury,7
03/21/2023,Property Damage Only,94
03/21/2023,Possible/Unknown,24
03/21/2023,Major Injury,4
03/22/2023,Minor Injury,10
03/22/2023,Possible/Unknown,18
03/22/2023,Property Damage Only,91
03/22/2023,Fatal,2
03/22/2023,Major Injury,2
03/23/2023,Possible/Unknown,24
03/23/2023,Major Injury,3
03/23/2023,Minor Injury,6
03/23/2023,Property Damage Only,95
03/24/2023,Property Damage Only,88
03/24/2023,Major Injury,2
03/24/2023,Minor Injury,10
03/24/2023,Possible/Unknown,20
03/25/2023,Property Damage Only,81
03/25/2023,Possible/Unknown,25
03/25/2023,Minor Injury,9
03/25/2023,Major Injury,5
03/26/2023,Possible/Unknown,18
03/26/2023,Major Injury,3
03/26/2023,Minor Injury,7
03/26/2023,Property Damage Only,76
03/27/2023,Minor Injury,10
03/27/2023,Possible/Unknown,18
03/27/2023,Property Damage Only,103
03/27/2023,Major Injury,1
03/28/2023,Fatal,1
03/28/2023,Major Injury,1
03/28/2023,Possible/Unknown,18
03/28/2023,Minor Injury,9
03/28/2023,Property Damage Only,79
03/29/2023,Property Damage Only,72
03/29/2023,Possible/Unknown,20
03/29/2023,Major Injury,1
03/29/2023,Fatal,1
03/29/2023,Minor Injury,5
03/30/2023,Minor Injury,13
03/30/2023,Possible/Unknown,15
03/30/2023,Property Damage Only,96
03/30/2023,Fatal,1
03/31/2023,Minor Injury,9
03/31/2023,Major Injury,1
03/31/2023,Possible/Unknown,17
03/31/2023,Fatal,2
03/31/2023,Property Damage Only,85
04/01/2023,Minor Injury,11
04/01/2023,Possible/Unknown,21
04/01/2023,Property Damage Only,75
04/01/2023,Major Injury,2
04/02/2023,Possible/Unknown,16
04/02/2023,Property Damage Only,61
04/02/2023,Minor Injury,14
04/02/2023,Major Injury,3
04/02/2023,Fatal,3
04/03/2023,Major Injury,2
04/03/2023,Property Damage Only,78
04/03/2023,Minor Injury,8
04/03/2023,Possible/Unknown,20
04/04/2023,Minor Injury,7
04/04/2023,Possible/Unknown,15
04/04/2023,Major Injury,3
04/04/2023,Property Damage Only,78
04/05/2023,Fatal,3
04/05/2023,Possible/Unknown,11
04/05/2023,Property Damage Only,94
04/05/2023,Minor Injury,14
04/05/2023,Major Injury,1
04/06/2023,Possible/Unknown,25
04/06/2023,Property Damage Only,101
04/06/2023,Minor Injury,10
04/06/2023,Major Injury,5
04/07/2023,Minor Injury,16
04/07/2023,Possible/Unknown,30
04/07/2023,Major Injury,4
04/07/2023,Property Damage Only,115
04/08/2023,Property Damage Only,69
04/08/2023,Minor Injury,13
04/08/2023,Fatal,2
04/08/2023,Major Injury,6
04/08/2023,Possible/Unknown,20
04/09/2023,Possible/Unknown,17
04/09/2023,Minor Injury,15
04/09/2023,Major Injury,6
04/09/2023,Property Damage Only,57
04/10/2023,Possible/Unknown,17
04/10/2023,Major Injury,2
04/10/2023,Minor Injury,19
04/10/2023,Property Damage Only,99
04/10/2023,Fatal,1
04/11/2023,Fatal,1
04/11/2023,Major Injury,4
04/11/2023,Possible/Unknown,26
04/11/2023,Property Damage Only,107
04/11/2023,Minor Injury,19
04/12/2023,Major Injury,5
04/12/2023,Property Damage Only,92
04/12/2023,Minor Injury,25
04/12/2023,Possible/Unknown,23
04/12/2023,Fatal,1
04/13/2023,Possible/Unknown,21
04/13/2023,Major Injury,3
04/13/2023,Property Damage Only,91
04/13/2023,Minor Injury,15
04/13/2023,Fatal,1
04/14/2023,Possible/Unknown,32
04/14/2023,Major Injury,3
04/14/2023,Property Damage Only,95
04/14/2023,Minor Injury,19
04/15/2023,Property Damage Only,80
04/15/2023,Minor Injury,14
04/15/2023,Possible/Unknown,14
04/15/2023,Fatal,1
04/15/2023,Major Injury,5
04/16/2023,Possible/Unknown,19
04/16/2023,Property Damage Only,74
04/16/2023,Minor Injury,10
04/16/2023,Major Injury,4
